100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_14:11:34.79,99.9,99.9,999.9,001,4.39,0.37,-0.05,4.40,85.24,4.39,-0.37,0.34,4.41,94.76,4.39,-1.83,0.24,4.76,112.62,6.21,-0.73,0.15,6.26,96.71,4.02,0.00,0.24,4.03,90.00,-2.19,0.37,0.15,2.23,279.46,-0.37,0.00,0.44,0.57,270.00,-1.10,0.37,0.29,1.19,288.43,0.73,-1.46,0.88,1.86,153.43,0.37,1.83,-0.10,1.87,11.31
20201120_14:11:35.32,99.9,99.9,999.9,001,3.66,0.37,0.05,3.67,84.29,4.39,-0.37,0.34,4.41,94.76,4.75,-1.83,0.20,5.09,111.04,6.21,-0.73,0.15,6.26,96.71,3.29,0.00,0.34,3.31,90.00,-6.21,0.00,-0.34,6.22,270.00,-3.84,-0.37,0.02,3.86,264.56,-0.73,0.37,0.24,0.85,296.57,0.73,-1.10,0.83,1.56,146.31,0.37,1.83,-0.10,1.87,11.31
20201120_14:11:35.85,99.9,99.9,999.9,001,3.66,0.37,0.05,3.67,84.29,4.39,-0.37,0.34,4.41,94.76,4.75,-1.83,0.20,5.09,111.04,6.21,-0.73,0.15,6.26,96.71,3.29,0.00,0.34,3.31,90.00,-6.58,0.00,-0.39,6.59,270.00,-3.84,-0.37,0.02,3.86,264.56,-0.18,1.10,0.07,1.11,350.54,0.73,-0.91,0.81,1.42,141.34,0.37,1.83,-0.10,1.87,11.31
20201120_14:11:36.37,99.9,99.9,999.9,001,2.19,0.37,0.24,2.24,80.54,4.02,-0.37,0.39,4.06,95.19,4.75,-1.83,0.20,5.09,111.04,6.21,-0.73,0.15,6.26,96.71,3.29,-0.37,0.39,3.33,96.34,-6.58,0.00,-0.39,6.59,270.00,-3.84,-0.73,-0.02,3.91,259.22,-0.18,1.10,0.07,1.11,350.54,0.73,-1.10,0.83,1.56,146.31,0.37,1.83,-0.10,1.87,11.31
20201120_14:11:36.90,99.9,99.9,999.9,001,2.19,0.37,0.24,2.24,80.54,3.66,-0.37,0.34,3.69,95.71,4.39,-1.83,0.24,4.76,112.62,6.21,-1.10,0.20,6.31,100.01,3.29,-0.73,0.34,3.39,102.53,-6.58,0.00,-0.39,6.59,270.00,-3.84,-0.73,-0.02,3.91,259.22,-0.18,1.10,0.07,1.11,350.54,0.37,-1.10,0.88,1.45,161.57,0.00,1.83,-0.05,1.83,0.00
20201120_14:11:37.43,99.9,99.9,999.9,001,2.19,-0.37,0.24,2.24,99.46,3.66,-0.73,0.39,3.75,101.31,4.39,-1.83,0.24,4.76,112.62,5.85,-1.46,0.29,6.04,104.04,3.29,-0.73,0.34,3.39,102.53,-6.58,0.00,-0.39,6.59,270.00,0.00,-0.37,0.54,0.65,180.00,-0.18,1.10,0.07,1.11,350.54,0.73,-0.37,0.93,1.24,116.57,-0.37,1.83,-0.10,1.87,348.69
20201120_14:11:37.96,99.9,99.9,999.9,001,2.19,-0.37,0.24,2.24,99.46,3.66,-0.73,0.39,3.75,101.31,4.39,-1.83,0.24,4.76,112.62,5.48,-1.46,0.24,5.68,104.93,3.29,-0.73,0.34,3.39,102.53,-6.58,0.00,-0.39,6.59,270.00,0.00,-0.73,0.49,0.88,180.00,-0.18,1.10,0.07,1.11,350.54,0.73,-0.37,0.93,1.24,116.57,-0.37,1.83,-0.10,1.87,348.69
20201120_14:11:38.48,99.9,99.9,999.9,001,2.19,-0.37,0.24,2.24,99.46,3.29,-1.10,0.39,3.49,108.43,4.02,-1.83,0.29,4.43,114.44,5.48,-1.46,0.24,5.68,104.93,3.29,-0.73,0.34,3.39,102.53,-6.58,0.00,-0.39,6.59,270.00,-4.39,-1.10,-0.15,4.52,255.96,-0.18,1.10,0.07,1.11,350.54,0.37,0.18,0.86,0.95,63.43,-0.37,1.83,-0.10,1.87,348.69
20201120_14:11:39.01,99.9,99.9,999.9,001,2.19,-0.37,0.24,2.24,99.46,3.29,-1.10,0.39,3.49,108.43,4.02,-1.46,0.34,4.29,109.98,5.48,-1.46,0.24,5.68,104.93,3.66,-0.73,0.29,3.74,101.31,-6.94,-0.37,-0.49,6.97,266.99,-4.39,-1.10,-0.15,4.52,255.96,-0.73,1.10,0.15,1.33,326.31,0.37,0.37,1.08,1.19,45.00,-0.37,1.83,-0.10,1.87,348.69
20201120_14:11:39.54,99.9,99.9,999.9,001,2.19,-0.73,0.29,2.33,108.43,3.29,-1.10,0.39,3.49,108.43,4.02,-1.83,0.29,4.43,114.44,5.48,-1.83,0.29,5.79,108.43,3.66,-0.73,0.29,3.74,101.31,-6.94,-0.37,-0.49,6.97,266.99,0.37,-0.73,0.54,0.98,153.43,-0.73,1.10,0.15,1.33,326.31,0.37,0.37,1.08,1.19,45.00,-0.37,1.83,-0.10,1.87,348.69
20201120_14:11:40.06,99.9,99.9,999.9,001,2.38,-1.46,0.42,2.82,121.61,3.29,-1.10,0.39,3.49,108.43,4.02,-1.83,0.20,4.42,114.44,5.48,-1.83,0.29,5.79,108.43,4.39,-0.73,0.20,4.45,99.46,-1.46,-0.55,-1.20,1.97,249.44,0.37,-0.73,0.54,0.98,153.43,-0.73,1.10,0.15,1.33,326.31,0.37,1.46,0.93,1.77,14.04,-0.37,1.46,-0.15,1.51,345.96
20201120_14:11:40.59,99.9,99.9,999.9,001,2.56,-0.73,0.34,2.68,105.95,3.29,-1.10,0.39,3.49,108.43,4.02,-1.83,0.20,4.42,114.44,5.48,-2.19,0.24,5.91,111.80,4.39,-0.73,0.20,4.45,99.46,-1.46,-0.55,-1.20,1.97,249.44,-0.37,-0.73,0.44,0.93,206.57,-0.73,1.10,0.15,1.33,326.31,0.37,1.46,0.93,1.77,14.04,-0.37,1.46,-0.15,1.51,345.96
20201120_14:11:41.12,99.9,99.9,999.9,001,2.74,-0.73,0.32,2.86,104.93,3.29,-1.83,0.29,3.77,119.05,4.39,-1.46,0.10,4.62,108.43,5.48,-2.19,0.24,5.91,111.80,4.39,-1.10,0.15,4.52,104.04,-1.83,-0.37,-1.27,2.26,258.69,-1.10,-0.73,0.54,1.42,236.31,-0.73,-0.73,0.39,1.11,225.00,-5.85,1.46,0.10,6.03,284.04,-0.37,1.46,-0.15,1.51,345.96
20201120_14:11:41.64,99.9,99.9,999.9,001,1.83,-0.73,0.20,1.98,111.80,3.29,-1.83,0.29,3.77,119.05,4.75,-1.46,0.05,4.97,107.10,5.85,-2.56,0.24,6.39,113.63,4.39,-1.10,0.15,4.52,104.04,8.04,-0.37,0.05,8.05,92.60,-1.10,-0.73,0.54,1.42,236.31,-0.73,-0.73,0.39,1.11,225.00,-5.48,1.46,0.05,5.67,284.93,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:42.17,99.9,99.9,999.9,001,2.38,-0.73,0.12,2.49,107.10,3.66,-1.83,0.34,4.10,116.57,4.75,-1.10,-0.00,4.88,102.99,5.48,-2.56,0.20,6.05,115.02,4.39,-1.10,0.15,4.52,104.04,8.04,-0.37,0.05,8.05,92.60,-1.10,0.00,0.54,1.22,270.00,-0.73,-0.73,0.39,1.11,225.00,0.55,1.46,0.32,1.59,20.56,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:42.70,99.9,99.9,999.9,001,2.38,-1.46,0.22,2.80,121.61,3.66,-1.83,0.24,4.09,116.57,4.75,-1.10,-0.00,4.88,102.99,5.85,-2.56,0.15,6.39,113.63,4.39,-1.10,0.15,4.52,104.04,8.04,-0.37,0.05,8.05,92.60,-0.37,-0.37,0.59,0.78,225.00,-14.62,-0.18,2.18,14.78,269.28,4.75,0.55,0.22,4.79,83.42,-0.73,1.10,-0.05,1.32,326.31
20201120_14:11:43.23,99.9,99.9,999.9,001,3.29,-1.46,0.34,3.62,113.96,3.66,-1.83,0.24,4.09,116.57,4.75,-1.10,-0.00,4.88,102.99,6.21,-2.56,0.10,6.72,112.38,4.39,-1.10,0.15,4.52,104.04,8.04,-0.37,0.05,8.05,92.60,-0.37,-0.37,0.59,0.78,225.00,-14.62,-0.18,2.18,14.78,269.28,4.75,0.91,0.17,4.84,79.11,-0.73,1.10,-0.05,1.32,326.31
20201120_14:11:43.75,99.9,99.9,999.9,001,3.29,-1.10,0.29,3.48,108.43,3.66,-2.19,0.20,4.27,120.96,4.75,-1.10,-0.00,4.88,102.99,6.21,-2.92,0.05,6.87,115.20,4.75,-1.10,0.10,4.88,102.99,8.04,-0.37,0.05,8.05,92.60,-0.37,-0.37,0.59,0.78,225.00,-14.62,-0.18,2.18,14.78,269.28,4.75,1.10,0.29,4.89,77.01,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:44.28,99.9,99.9,999.9,001,3.29,-0.37,0.39,3.33,96.34,4.02,-1.83,0.20,4.42,114.44,4.39,-0.73,-0.10,4.45,99.46,6.21,-2.92,0.05,6.87,115.20,4.75,-1.10,0.10,4.88,102.99,7.86,-0.37,0.07,7.87,92.66,-0.37,-0.37,0.59,0.78,225.00,-14.62,-0.18,2.18,14.78,269.28,4.75,1.10,0.20,4.88,77.01,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:44.81,99.9,99.9,999.9,001,3.29,-0.37,0.29,3.32,96.34,4.02,-1.83,0.20,4.42,114.44,4.02,-0.73,-0.15,4.09,100.30,6.21,-2.56,0.00,6.72,112.38,4.75,-1.46,0.05,4.97,107.10,7.86,-0.73,0.12,7.89,95.31,-5.67,-0.37,-0.12,5.68,266.31,-14.62,8.22,3.31,17.10,299.36,4.75,1.10,0.20,4.88,77.01,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:45.33,99.9,99.9,999.9,001,3.66,-0.37,0.34,3.69,95.71,4.02,-1.46,0.15,4.28,109.98,4.02,-0.73,-0.15,4.09,100.30,6.58,-2.92,0.10,7.20,113.96,4.75,-1.46,0.05,4.97,107.10,7.68,-0.73,0.15,7.71,95.44,-0.37,-0.37,0.59,0.78,225.00,-8.41,8.22,2.47,12.02,314.37,4.75,1.10,0.20,4.88,77.01,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:45.86,99.9,99.9,999.9,001,3.66,0.00,0.39,3.68,90.00,3.66,-1.46,0.10,3.94,111.80,2.92,-0.37,-0.15,2.95,97.13,6.58,-2.56,0.05,7.06,111.25,4.39,-1.10,0.15,4.52,104.04,7.68,-0.73,0.15,7.71,95.44,-0.37,-0.37,0.59,0.78,225.00,-8.41,8.22,2.47,12.02,314.37,1.46,1.10,0.64,1.94,53.13,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:46.39,99.9,99.9,999.9,001,3.66,0.37,0.34,3.69,84.29,3.66,-1.46,0.10,3.94,111.80,2.92,0.00,-0.10,2.93,90.00,6.58,-2.56,0.05,7.06,111.25,4.39,-1.10,0.15,4.52,104.04,17.55,-0.73,1.47,17.62,92.39,0.37,0.00,0.44,0.57,90.00,-8.41,8.77,2.40,12.39,316.22,1.46,0.37,0.64,1.64,75.96,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:46.91,99.9,99.9,999.9,001,5.85,-0.37,0.54,5.88,93.58,3.66,-1.10,0.15,3.82,106.70,2.56,0.00,-0.05,2.56,90.00,6.58,-2.56,0.05,7.06,111.25,4.39,-1.10,0.15,4.52,104.04,17.55,-0.73,1.47,17.62,92.39,0.37,1.10,0.59,1.30,18.43,-2.19,8.77,1.57,9.18,345.96,1.64,0.37,0.61,1.79,77.47,-0.37,1.10,-0.10,1.16,341.57
20201120_14:11:47.44,99.9,99.9,999.9,001,5.85,-0.73,0.59,5.92,97.13,3.66,-1.10,0.15,3.82,106.70,2.19,0.00,0.00,2.19,90.00,6.58,-2.56,0.05,7.06,111.25,4.39,-1.46,0.10,4.62,108.43,17.55,0.00,1.37,17.60,90.00,0.37,0.37,0.49,0.71,45.00,-2.19,8.77,1.57,9.18,345.96,-3.84,0.73,-0.17,3.91,280.78,0.00,1.46,0.00,1.46,0.00
20201120_14:11:47.97,99.9,99.9,999.9,001,4.39,-0.37,0.34,4.41,94.76,3.66,-1.46,0.20,3.94,111.80,1.83,0.00,0.05,1.83,90.00,6.94,-2.19,0.15,7.28,107.53,4.39,-1.83,0.05,4.75,112.62,17.55,6.94,0.44,18.87,68.40,0.37,0.37,0.49,0.71,45.00,-0.91,8.77,1.40,8.93,354.05,-9.32,0.00,-0.91,9.36,270.00,0.00,1.83,0.05,1.83,0.00
20201120_14:11:48.50,99.9,99.9,999.9,001,2.92,-0.37,0.15,2.95,97.13,4.02,-1.10,0.20,4.17,105.26,1.83,0.37,0.10,1.87,78.69,6.94,-2.56,0.20,7.40,110.22,4.39,-1.83,0.05,4.75,112.62,17.55,6.94,0.44,18.87,68.40,0.37,0.91,0.56,1.13,21.80,-0.91,8.77,1.40,8.93,354.05,-9.32,-0.37,-0.86,9.37,267.75,0.37,1.83,0.10,1.87,11.31
20201120_14:11:49.02,99.9,99.9,999.9,001,2.92,-0.37,0.15,2.95,97.13,4.02,-1.10,0.20,4.17,105.26,2.19,0.37,0.15,2.23,80.54,7.31,-2.19,0.29,7.64,106.70,4.39,-2.19,0.10,4.90,116.57,17.55,6.94,0.44,18.87,68.40,0.91,0.91,0.64,1.44,45.00,-0.91,8.77,1.40,8.93,354.05,-9.14,-0.37,-0.88,9.19,267.71,0.37,1.83,0.10,1.87,11.31
20201120_14:11:49.55,99.9,99.9,999.9,001,5.30,-0.37,0.37,5.33,93.95,4.02,-1.10,0.20,4.17,105.26,2.19,0.37,0.15,2.23,80.54,7.68,-2.19,0.34,7.99,105.95,4.39,-2.19,0.20,4.91,116.57,17.55,2.19,-0.20,17.68,82.87,1.28,1.10,0.71,1.83,49.40,-1.46,8.77,1.47,9.01,350.54,-9.50,-0.37,-0.83,9.55,267.80,0.37,1.83,0.10,1.87,11.31
20201120_14:11:50.08,99.9,99.9,999.9,001,4.02,-0.37,0.39,4.06,95.19,4.02,-0.73,0.24,4.09,100.30,2.56,0.37,0.20,2.59,81.87,7.68,-2.19,0.34,7.99,105.95,4.39,-1.83,0.24,4.76,112.62,17.55,2.19,-0.20,17.68,82.87,1.46,1.46,0.88,2.25,45.00,9.87,8.77,2.99,13.54,48.37,-9.50,-0.37,-0.83,9.55,267.80,0.73,1.83,0.15,1.97,21.80
20201120_14:11:50.60,99.9,99.9,999.9,001,3.29,-0.37,0.49,3.35,96.34,4.02,-0.73,0.24,4.09,100.30,2.56,0.37,0.20,2.59,81.87,7.68,-2.19,0.34,7.99,105.95,3.66,-1.83,0.34,4.10,116.57,-10.97,5.67,-1.98,12.50,297.32,1.64,1.46,0.91,2.38,48.37,10.78,8.77,2.86,14.19,50.87,-9.50,-0.37,-0.83,9.55,267.80,1.10,1.83,0.10,2.13,30.96
20201120_14:11:51.13,99.9,99.9,999.9,001,4.02,-0.73,0.44,4.11,100.30,4.02,-0.73,0.24,4.09,100.30,2.56,0.37,0.20,2.59,81.87,7.68,-2.19,0.34,7.99,105.95,3.66,-1.83,0.34,4.10,116.57,-10.97,3.84,-1.74,11.75,289.29,1.64,0.73,0.91,2.02,66.04,10.78,8.77,2.86,14.19,50.87,-9.87,-0.37,-0.78,9.91,267.88,1.10,1.83,0.10,2.13,30.96
20201120_14:11:51.66,99.9,99.9,999.9,001,3.29,-0.73,0.54,3.41,102.53,4.02,-1.10,0.20,4.17,105.26,2.19,0.37,0.24,2.24,80.54,7.68,-2.19,0.34,7.99,105.95,4.39,-1.83,0.24,4.76,112.62,-10.97,3.84,-1.74,11.75,289.29,1.46,1.10,0.93,2.05,53.13,10.60,8.77,2.89,14.06,50.39,-9.87,0.18,-0.81,9.90,271.06,1.10,1.83,0.10,2.13,30.96
20201120_14:11:52.18,99.9,99.9,999.9,001,3.29,-0.73,0.54,3.41,102.53,4.02,-1.46,0.15,4.28,109.98,1.83,0.37,0.20,1.87,78.69,7.31,-2.19,0.29,7.64,106.70,4.39,-1.83,0.24,4.76,112.62,-10.97,3.84,-1.74,11.75,289.29,1.46,1.46,0.88,2.25,45.00,10.23,8.77,2.94,13.80,49.40,-10.97,0.37,-0.69,10.99,271.91,0.37,1.83,0.10,1.87,11.31
20201120_14:11:52.71,99.9,99.9,999.9,001,3.29,-0.37,0.49,3.35,96.34,4.02,-1.10,0.10,4.17,105.26,1.83,0.37,0.20,1.87,78.69,7.31,-2.19,0.29,7.64,106.70,3.66,-1.83,0.24,4.09,116.57,-10.97,3.84,-1.74,11.75,289.29,1.46,1.10,0.93,2.05,53.13,10.23,8.77,2.94,13.80,49.40,-10.97,0.37,-0.69,10.99,271.91,0.37,1.83,0.10,1.87,11.31
20201120_14:11:53.24,99.9,99.9,999.9,001,3.29,-0.37,0.49,3.35,96.34,3.66,-1.46,0.00,3.94,111.80,1.83,0.37,0.20,1.87,78.69,6.94,-2.19,0.24,7.29,107.53,3.66,-2.19,0.29,4.27,120.96,-10.97,3.84,-1.74,11.75,289.29,1.83,1.46,0.83,2.48,51.34,10.23,8.77,2.94,13.80,49.40,-11.33,0.55,-0.61,11.36,272.77,0.37,1.46,0.05,1.51,14.04
20201120_14:11:53.77,99.9,99.9,999.9,001,3.29,-0.37,0.49,3.35,96.34,3.66,-1.46,-0.10,3.94,111.80,1.83,0.37,0.20,1.87,78.69,6.58,-2.19,0.29,6.94,108.43,3.66,-2.19,0.20,4.27,120.96,-10.97,3.84,-1.74,11.75,289.29,1.83,1.46,0.83,2.48,51.34,10.23,8.77,2.94,13.80,49.40,-11.33,0.37,-0.59,11.35,271.85,0.37,1.46,0.05,1.51,14.04
20201120_14:11:54.29,99.9,99.9,999.9,001,3.29,-1.46,0.34,3.62,113.96,3.29,-1.46,-0.15,3.60,113.96,1.83,0.37,0.10,1.87,78.69,6.58,-2.19,0.29,6.94,108.43,3.66,-2.19,0.20,4.27,120.96,-10.97,3.84,-1.74,11.75,289.29,0.73,1.46,0.69,1.77,26.57,10.23,8.77,2.94,13.80,49.40,-11.33,0.37,-0.59,11.35,271.85,0.37,1.46,0.05,1.51,14.04
20201120_14:11:54.82,99.9,99.9,999.9,001,2.74,-1.64,0.15,3.20,120.96,2.92,-1.46,-0.10,3.27,116.57,1.83,0.37,0.10,1.87,78.69,6.21,-2.19,0.34,6.60,109.44,3.66,-2.19,0.20,4.27,120.96,-10.97,7.31,-1.27,13.24,303.69,0.37,0.00,0.54,0.65,90.00,10.60,8.77,2.89,14.06,50.39,0.00,0.37,0.93,1.00,0.00,-0.37,1.46,-0.05,1.51,345.96
20201120_14:11:55.35,99.9,99.9,999.9,001,1.83,-0.55,-0.12,1.91,106.70,2.92,-1.46,-0.10,3.27,116.57,2.19,0.37,0.05,2.22,80.54,5.85,-2.19,0.29,6.25,110.56,3.66,-2.19,0.20,4.27,120.96,-10.97,1.46,-1.32,11.14,277.59,0.00,-0.91,0.37,0.98,180.00,10.60,8.77,2.89,14.06,50.39,0.00,0.37,0.93,1.00,0.00,-0.37,1.46,-0.05,1.51,345.96
20201120_14:11:55.87,99.9,99.9,999.9,001,1.83,-1.10,0.00,2.13,120.96,2.92,-1.46,-0.10,3.27,116.57,2.56,0.73,-0.05,2.66,74.05,5.85,-1.83,0.24,6.13,107.35,4.02,-2.56,0.10,4.77,122.47,-10.97,-1.64,-1.74,11.22,261.47,0.37,-0.91,0.42,1.07,158.20,10.60,8.77,2.89,14.06,50.39,0.00,0.37,0.93,1.00,0.00,0.00,1.83,-0.05,1.83,0.00
20201120_14:11:56.40,99.9,99.9,999.9,001,1.83,0.00,-0.05,1.83,90.00,2.92,-1.46,-0.10,3.27,116.57,2.56,0.73,-0.05,2.66,74.05,5.85,-1.83,0.24,6.13,107.35,4.02,-2.19,0.15,4.58,118.61,-10.97,-4.39,-1.37,11.89,248.20,0.73,0.00,0.49,0.88,90.00,10.60,8.77,2.89,14.06,50.39,-5.48,0.37,0.20,5.50,273.81,0.00,1.83,-0.05,1.83,0.00
20201120_14:11:56.93,99.9,99.9,999.9,001,1.83,0.00,-0.05,1.83,90.00,2.92,-1.46,-0.10,3.27,116.57,2.56,0.73,-0.05,2.66,74.05,5.85,-1.83,0.24,6.13,107.35,3.66,-2.19,0.20,4.27,120.96,-10.97,-4.39,-1.37,11.89,248.20,0.37,0.00,0.54,0.65,90.00,10.60,8.77,2.89,14.06,50.39,-5.48,0.37,0.20,5.50,273.81,0.00,1.46,0.00,1.46,0.00
20201120_14:11:57.45,99.9,99.9,999.9,001,1.83,-0.37,-0.10,1.87,101.31,2.92,-1.46,-0.10,3.27,116.57,2.56,0.73,-0.05,2.66,74.05,5.48,-1.83,0.20,5.78,108.43,3.66,-2.19,0.20,4.27,120.96,-10.97,-1.83,-1.03,11.16,260.54,0.37,0.00,0.54,0.65,90.00,10.60,8.77,2.89,14.06,50.39,-5.48,0.37,0.20,5.50,273.81,0.00,1.46,0.00,1.46,0.00
20201120_14:11:57.98,99.9,99.9,999.9,001,1.83,-0.37,0.00,1.86,101.31,2.92,-1.83,-0.05,3.45,122.01,2.56,0.73,-0.05,2.66,74.05,5.12,-1.46,0.20,5.33,105.95,3.66,-2.56,0.24,4.47,124.99,-10.97,-1.64,-1.05,11.14,261.47,0.37,0.00,0.54,0.65,90.00,10.60,8.77,2.89,14.06,50.39,-5.48,0.37,0.20,5.50,273.81,-0.37,1.46,-0.05,1.51,345.96
20201120_14:11:58.51,99.9,99.9,999.9,001,1.83,-0.37,0.00,1.86,101.31,2.92,-1.83,-0.05,3.45,122.01,2.56,0.73,-0.05,2.66,74.05,5.12,-1.46,0.20,5.33,105.95,3.66,-2.19,0.20,4.27,120.96,-10.97,-1.64,-1.05,11.14,261.47,0.37,0.00,0.54,0.65,90.00,10.60,8.77,2.89,14.06,50.39,-5.48,0.37,0.20,5.50,273.81,-0.37,1.46,-0.05,1.51,345.96
20201120_14:11:59.03,99.9,99.9,999.9,001,1.83,-0.37,0.00,1.86,101.31,3.29,-1.83,-0.10,3.76,119.05,2.56,0.73,-0.05,2.66,74.05,4.75,-1.46,0.15,4.97,107.10,3.66,-2.56,0.24,4.47,124.99,-10.97,-1.64,-1.05,11.14,261.47,0.37,0.00,0.54,0.65,90.00,10.60,8.77,2.89,14.06,50.39,-5.48,0.37,0.20,5.50,273.81,-0.37,1.83,-0.10,1.87,348.69
20201120_14:11:59.56,99.9,99.9,999.9,001,1.83,-0.73,0.05,1.97,111.80,2.92,-1.83,-0.05,3.45,122.01,2.56,0.73,-0.05,2.66,74.05,3.66,-1.10,0.15,3.82,106.70,3.66,-2.56,0.24,4.47,124.99,-2.92,-1.64,-2.13,3.97,240.64,0.37,0.00,0.54,0.65,90.00,10.60,8.77,2.89,14.06,50.39,-5.12,0.00,0.20,5.12,270.00,0.00,1.83,-0.05,1.83,0.00
20201120_14:12:00.09,99.9,99.9,999.9,001,2.92,-0.73,-0.10,3.02,104.04,3.29,-1.46,-0.15,3.60,113.96,2.19,0.73,0.00,2.31,71.57,3.66,-0.73,0.00,3.73,101.31,2.92,-2.56,0.15,3.89,131.19,-2.92,-1.46,-2.15,3.92,243.43,0.37,0.73,0.64,1.04,26.57,10.60,8.77,2.89,14.06,50.39,-10.78,0.37,-0.56,10.80,271.94,0.37,1.83,0.00,1.86,11.31
20201120_14:12:00.62,99.9,99.9,999.9,001,2.92,-0.73,-0.10,3.02,104.04,3.29,-1.10,-0.10,3.47,108.43,2.19,1.46,-0.10,2.64,56.31,3.29,-0.73,-0.05,3.37,102.53,2.19,-2.56,0.15,3.37,139.40,-2.92,1.10,-1.81,3.61,290.56,0.73,0.73,0.59,1.19,45.00,10.60,8.77,2.89,14.06,50.39,-10.78,0.00,-0.51,10.80,270.00,1.83,1.83,0.20,2.59,45.00
20201120_14:12:01.14,99.9,99.9,999.9,001,2.92,0.37,0.05,2.95,82.87,2.92,-1.10,-0.05,3.12,110.56,1.83,1.10,-0.10,2.13,59.04,3.29,-0.73,-0.05,3.37,102.53,1.83,-2.56,0.20,3.15,144.46,-2.92,1.10,-1.81,3.61,290.56,0.73,0.37,0.64,1.04,63.43,10.60,8.77,2.89,14.06,50.39,-10.97,0.00,-0.49,10.98,270.00,1.83,1.83,0.20,2.59,45.00
20201120_14:12:01.67,99.9,99.9,999.9,001,2.92,0.37,0.05,2.95,82.87,2.56,-1.10,0.00,2.78,113.20,2.19,1.46,-0.20,2.64,56.31,3.29,-0.73,-0.05,3.37,102.53,1.83,-2.56,0.20,3.15,144.46,-2.92,0.91,-1.84,3.57,287.35,0.73,0.37,0.64,1.04,63.43,10.60,0.37,1.76,10.75,88.03,-10.97,-0.37,-0.54,10.99,268.09,1.83,1.83,0.20,2.59,45.00
20201120_14:12:02.20,99.9,99.9,999.9,001,2.92,0.37,0.05,2.95,82.87,2.92,-1.10,-0.05,3.12,110.56,2.19,1.46,-0.20,2.64,56.31,3.29,-0.73,-0.05,3.37,102.53,1.83,-2.56,0.20,3.15,144.46,-6.58,0.91,-1.35,6.78,277.91,2.56,-0.37,0.69,2.67,98.13,11.70,0.37,1.62,11.81,88.21,-4.02,0.00,0.34,4.04,270.00,1.83,2.19,0.24,2.87,39.81
20201120_14:12:02.72,99.9,99.9,999.9,001,2.92,0.37,0.05,2.95,82.87,2.92,-0.73,0.00,3.01,104.04,2.56,1.46,-0.15,2.95,60.26,3.29,-0.37,-0.10,3.31,96.34,0.73,-2.19,0.39,2.34,161.57,-4.02,0.73,-0.15,4.09,280.30,2.19,-0.73,0.78,2.44,108.43,11.15,0.37,1.69,11.28,88.12,-4.02,-0.37,0.39,4.06,264.81,1.83,2.19,0.24,2.87,39.81
20201120_14:12:03.25,99.9,99.9,999.9,001,2.56,0.37,0.00,2.58,81.87,2.56,-0.73,-0.05,2.66,105.95,2.19,1.46,-0.20,2.64,56.31,3.29,-0.37,-0.10,3.31,96.34,0.73,-2.19,0.39,2.34,161.57,-4.02,0.73,-0.15,4.09,280.30,2.19,-0.73,0.78,2.44,108.43,11.15,0.37,1.69,11.28,88.12,-4.02,-0.37,0.39,4.06,264.81,1.83,2.19,0.24,2.87,39.81
20201120_14:12:03.78,99.9,99.9,999.9,001,2.56,0.37,0.00,2.58,81.87,2.56,-0.73,-0.05,2.66,105.95,2.56,1.46,-0.15,2.95,60.26,3.29,-0.37,-0.10,3.31,96.34,0.73,-2.19,0.39,2.34,161.57,-4.02,0.73,-0.15,4.09,280.30,2.19,-0.73,0.78,2.44,108.43,11.15,0.37,1.69,11.28,88.12,-4.02,1.28,0.37,4.24,287.65,1.83,2.19,0.24,2.87,39.81
20201120_14:12:04.30,99.9,99.9,999.9,001,2.56,0.37,0.00,2.58,81.87,2.92,-0.73,0.00,3.01,104.04,2.56,1.46,-0.15,2.95,60.26,3.29,-0.37,-0.10,3.31,96.34,0.73,-2.19,0.39,2.34,161.57,-4.02,0.73,-0.15,4.09,280.30,2.19,0.00,0.88,2.36,90.00,11.15,0.37,1.69,11.28,88.12,-4.02,0.73,0.44,4.11,280.30,1.83,2.19,0.24,2.87,39.81
